Country,City,Latitude,Longitude,Temperature,Humidity,Cloudiness,Wind Speed
ru,sertolovo,60.144399,30.201649,,,,
br,sao manuel,-22.733333,-48.566666999999995,,,,
ph,baloy,15.7533,120.7832,,,,
ro,frumoasa,46.45,25.85,,,,
de,gehrden,52.316666999999995,9.6,,,,
us,converse,29.517777799999998,-98.3158333,,,,
us,barrington,42.1538889,-88.1361111,,,,
rs,rusanj,44.681667,20.440556,,,,
de,malchin,53.733332999999995,12.783333,,,,
de,heddesheim,49.505556,8.603611,,,,
ru,chebsara,59.146294999999995,38.756893,,,,
us,colleyville,32.8808333,-97.15472220000001,,,,
ph,salaza,15.4541,119.9553,,,,
hr,kutina,45.475,16.7819444,,,,
br,macae,-22.383333,-41.783333,,,,
gr,tsikalaria,35.4833333,24.0666667,,,,
ro,acas,47.533333,22.783333,,,,
ph,burias,5.717778,125.253611,,,,
ro,craiova,44.316666999999995,23.8,,,,
bd,netrakona,24.8833333,90.7166667,,,,
co,purace,2.342491,-76.495809,,,,
ng,nkpor,6.151641000000001,6.844585,,,,
mx,zaragoza,28.483333000000002,-100.916667,,,,
co,tota,5.558326999999999,-72.987567,,,,
nl,maastricht,50.85,5.683333,,,,
ru,nikolayevka,53.125699,47.2041,,,,
ie,cavan,53.9908333,-7.3605556,,,,
hu,mor,47.377871999999996,18.203534,,,,
us,griffith,41.5283333,-87.42361109999999,,,,
ph,pidigan,17.57,120.5903,,,,
us,gahanna,40.0191667,-82.8794444,,,,
dk,borkop,55.637935,9.648225,,,,
mk,staro nagoricane,42.1980556,21.8286111,,,,
hu,encs,48.333333,21.133333,,,,
ru,borovikha,53.5072,83.8379,,,,
gb,fairlie,55.75,-4.85,,,,
kz,komsomolets,53.745278000000006,62.07083299999999,,,,
us,portland,41.5727778,-72.64111109999999,,,,
bt,punakha,27.616666700000003,89.8666667,,,,
ph,limon,12.3,122.016667,,,,
de,loxstedt,53.466667,8.65,,,,
ca,fenelon falls,44.533333,-78.75,,,,
in,kayankulam,9.183333,76.5,,,,
ru,volno-nadezhdinskoye,43.383333,131.991667,,,,
in,sabathu,30.971944,76.99333299999999,,,,
ru,pervomayskiy,51.5367,55.00464300000001,,,,
no,siljan,59.3,9.7,,,,
za,barkly west,-28.535365999999996,24.521506,,,,
ru,makhachkala,42.976378000000004,47.502356,,,,
gb,scalloway,60.13333299999999,-1.3,,,,
co,simiti,7.9579,-73.9436,,,,
ru,kamenka,43.533333,43.516667,,,,
ml,dire,12.2833333,-10.9666667,,,,
az,badamdar,40.339444,49.803889,,,,
be,brussels,50.833333,4.3333330000000005,,,,
es,torremolinos,36.625085,-4.498327,,,,
ru,elektrostal,55.789593,38.446711,,,,
gr,svoronos,40.264444399999995,22.46,,,,
ru,isheyevka,54.427890000000005,48.266746000000005,,,,
id,gresik,-7.1538889999999995,112.65611100000001,,,,
pt,valega,40.836287,-8.580608,,,,
ru,nizhniy baskunchak,48.219776,46.831053000000004,,,,
hu,zalaegerszeg,46.84,16.843889,,,,
in,mehkar,20.15,76.56666700000001,,,,
in,jiran,24.316667000000002,74.883333,,,,
ru,yasenskaya,46.3592,38.269,,,,
in,raigarh,21.9,83.4,,,,
ru,shushary,59.809167,30.381666999999997,,,,
ee,viljandi,58.3638889,25.59,,,,
ph,don pedro,15.8894,120.4281,,,,
us,fords,40.529166700000005,-74.3163889,,,,
us,valley,32.818611100000005,-85.17944440000001,,,,
pt,joane,41.439063,-8.40846,,,,
ph,buhangin,6.491111,125.5475,,,,
ph,sumabnit,16.0303,120.5832,,,,
in,kochi,9.966667,76.233333,,,,
in,bhuban,20.883333,85.833333,,,,
ro,murgeni,46.204444,28.019721999999998,,,,
mu,triolet,-20.054722199999997,57.545277799999994,,,,
it,novate milanese,45.533333,9.133333,,,,
us,whitefish bay,43.1133333,-87.9,,,,
in,karari,25.45,81.43333299999999,,,,
br,ibirapitanga,-14.15,-39.366667,,,,
mx,ocotepec,16.8,-96.4,,,,
pe,nunoa,-14.48,-70.64111109999999,,,,
br,maraa,-1.833333,-65.366667,,,,
us,south huntington,40.8236111,-73.3991667,,,,
us,muskogee,35.7477778,-95.3694444,,,,
co,el dovio,4.5079,-76.236193,,,,
sd,sinkat,18.8372222,36.8327778,,,,
pl,dobre miasto,53.987652000000004,20.390809,,,,
tz,masumbwe,-3.6333333,32.1833333,,,,
ba,kakanj,44.1272222,18.1180556,,,,
ph,bancal,11.5591,123.1551,,,,
ws,malie,-13.8,-171.81666669999998,,,,
cu,los palacios,22.5872222,-83.24861109999999,,,,
th,phimai,15.223235,102.494725,,,,
az,lerik,38.772633,48.412788,,,,
mx,garcia,25.816667000000002,-100.583333,,,,
id,kebumen,-7.323333,109.60083300000001,,,,
in,ramjibanpur,22.833333,87.616667,,,,
ca,magog,45.266667,-72.15,,,,
pt,figueira da foz,40.150852,-8.861786,,,,
jp,hanamaki,39.383333,141.116667,,,,
pt,nogueira,41.242456,-8.586848,,,,
co,mongui,5.721507,-72.84908,,,,
ly,tubruq,32.083611100000006,23.9763889,,,,
ph,maya,11.2743,124.0579,,,,
us,los alamitos,33.80305560000001,-118.07166670000001,,,,
br,barcelos,-1.0,-62.966667,,,,
ro,bacia,45.8,23.016667,,,,
sd,ler,8.3,30.133333299999997,,,,
ws,lufilufi,-13.85,-171.58333330000002,,,,
us,fort myers beach,26.4516667,-81.9483333,,,,
in,habra,22.834444,88.6275,,,,
mx,aldama,20.816667000000002,-101.31666700000001,,,,
cn,tianpeng,30.986641,103.93933299999999,,,,
in,gandai,21.666667,81.1,,,,
ro,spantov,44.116667,26.783333000000002,,,,
cn,buhe,30.287567,112.22978799999999,,,,
ua,frunze,48.66863,38.754441,,,,
pk,mastung,29.799358,66.84505300000001,,,,
hu,mezohegyes,46.316666999999995,20.816667000000002,,,,
py,itacurubi de la cordillera,-25.45,-56.85,,,,
pl,chojnow,51.273154999999996,15.935862,,,,
ru,komarikhinskiy,58.0979,57.1163,,,,
pl,koszalin,54.193589,16.184916,,,,
jp,shintomi,32.063174,131.486927,,,,
in,siruguppa,15.633332999999999,76.9,,,,
in,kilakarai,9.233333,78.783333,,,,
ph,santo domingo,13.42,123.4486,,,,
us,moberly,39.4183333,-92.4380556,,,,
pl,garwolin,51.897384,21.614392000000002,,,,
ua,radcha,48.850231,24.655025,,,,
gt,pueblo nuevo,14.65,-91.533333,,,,
ru,rettikhovka,44.168333000000004,132.766944,,,,
th,lop buri,14.798084,100.653972,,,,
gt,chimaltenango,14.668610999999999,-90.81666700000001,,,,
cn,shilong,23.112269,113.842476,,,,
ro,vladimir,44.833333,23.566667000000002,,,,
rs,mali zvornik,44.395278000000005,19.115833,,,,
pt,camara de lobos,32.633333,-16.966667,,,,
am,chambarak,40.5952778,45.3475,,,,
gr,lidorikion,38.523888899999996,22.199722199999997,,,,
de,stendal,52.6,11.85,,,,
mx,tlacoyalco,18.65,-97.583333,,,,
ru,belyy yar,53.603889,91.39027800000001,,,,
in,champdani,22.797778,88.365833,,,,
ee,marjamaa,58.9038889,24.4305556,,,,
jp,akashi,34.633333,134.98333300000002,,,,
no,raufoss,60.716667,10.616667,,,,
cr,san pedro,9.928293,-84.050735,,,,
gr,kavili,41.5666667,26.516666700000002,,,,
us,laurens,34.4988889,-82.0144444,,,,
nl,oldenzaal,52.311840999999994,6.929745,,,,
jo,bayir,30.763606,36.678913,,,,
in,soro,21.288056,86.685833,,,,
mx,pomuch,20.133333,-90.18333299999999,,,,
ro,sacelu,45.1,23.533333,,,,
es,portugalete,43.319379,-3.020307,,,,
gl,maniitsoq,65.41666670000001,-52.9,,,,
de,haren,52.783333,7.233333,,,,
hn,agua caliente de linaca,13.435277800000001,-87.2316667,,,,
us,hillsboro,32.0108333,-97.1297222,,,,
co,abejorral,5.789281,-75.427252,,,,
ro,ruginesti,46.066666999999995,27.116667,,,,
in,jammalamadugu,14.833332999999998,78.4,,,,
ie,navan,53.652777799999996,-6.681388900000001,,,,
br,porto,-3.9,-42.7,,,,
in,madhoganj,27.116667,80.15,,,,
hn,santa maria del real,14.766666699999998,-85.95,,,,
in,biaora,23.866667,76.916667,,,,
mw,nkhotakota,-12.916666699999999,34.3,,,,
ua,bilokurakyne,49.534099,38.73067,,,,
us,anaconda,46.1286111,-112.94138889999999,,,,
rs,radinac,44.626944,20.968056,,,,
nl,raalte,52.383776,6.280611,,,,
it,albano laziale,41.733333,12.65,,,,
us,medway,42.1416667,-71.3972222,,,,
br,itagiba,-14.283332999999999,-39.85,,,,
za,atlantis,-33.56668,18.483348,,,,
pk,mitha tiwana,32.248611,72.110833,,,,
us,yukon,35.506666700000004,-97.76222220000001,,,,
ua,blahodatne,47.879282,38.484916999999996,,,,
sl,barma,8.35,-11.333333300000001,,,,
es,santa brigida,28.031968,-15.50425,,,,
ro,devesel,44.468889000000004,22.667222,,,,
ro,bucov,44.966667,26.083333,,,,
mx,cordoba,18.883333,-96.93333299999999,,,,
de,schonaich,48.65,9.066667,,,,
br,veranopolis,-28.95,-51.55,,,,
sn,bignona,12.8102778,-16.2263889,,,,
it,seregno,45.65,9.2,,,,
cz,bakov nad jizerou,50.478355,14.939416,,,,
hu,tass,47.020953999999996,19.029884,,,,
hu,bakonyszentlaszlo,47.389008000000004,17.803212,,,,
pk,isa khel,32.674721999999996,71.281111,,,,
mx,momoxpan,19.066667000000002,-98.233333,,,,
fr,saint-fons,45.708803,4.860567,,,,
nl,winschoten,53.144031999999996,7.03518,,,,
sl,rokupr,8.6716667,-12.395,,,,
ro,plopii slavitesti,43.966667,24.683332999999998,,,,
ru,kostroma,57.766468,40.926864,,,,
ua,krasnyy kut,48.201376,38.79765,,,,
br,uarini,-2.916667,-65.133333,,,,
ru,dmitrovsk-orlovskiy,52.505,35.1464,,,,
nl,barneveld,52.141642,5.584486,,,,
cz,rajec-jestrebi,49.416667,16.633333,,,,
gr,royitika,38.1833333,21.6833333,,,,
in,ganj muradabad,26.966666999999998,80.18333299999999,,,,
ru,kopanskaya,46.277853,38.47955,,,,
mt,zabbar,35.876111,14.535,,,,
mx,lerma,19.285,-99.515556,,,,
gr,kavallarion,40.716666700000005,23.05,,,,
np,bhaktapur,27.6666667,85.41666670000001,,,,
in,aurangabad,28.033333000000002,77.333333,,,,
ru,ust-charyshskaya pristan,52.3934,83.6635,,,,
my,pekan,3.4836,103.3996,,,,
ru,dzhubga,44.3211,38.7073,,,,
hn,hicaque,15.666666699999999,-87.3833333,,,,
it,spoltore,42.45,14.133332999999999,,,,
gr,molaoi,36.800277799999996,22.8558333,,,,
gr,adendron,40.6716667,22.6044444,,,,
de,fussen,47.566666999999995,10.7,,,,
in,naravarikuppam,13.195556,80.17416700000001,,,,
ba,gornje dubrave,44.471388899999994,18.729722199999998,,,,
cz,chotebor,49.717964,15.672295000000002,,,,
jp,matsubase,32.65,130.666667,,,,
ru,iskateley,67.664439,53.118598,,,,
in,halvad,23.016667,71.18333299999999,,,,
ba,cim,43.3527778,17.777222199999997,,,,
bw,mochudi,-24.4166667,26.15,,,,
mx,la pila,22.05,-100.866667,,,,
ch,freienbach,47.204077000000005,8.756933,,,,
in,dabhoi,22.183332999999998,73.43333299999999,,,,
nz,kerikeri,-35.216667,173.966667,,,,
iq,irbil,36.19,44.008888899999995,,,,
ro,bahnea,46.366667,24.483333,,,,
nz,timaru,-44.4,171.25,,,,
ch,sarnen,46.898509000000004,8.250681,,,,
gr,kastron,38.5,23.1666667,,,,
ph,sibulao,7.324545,122.241799,,,,
do,el seibo,18.7666667,-69.0333333,,,,
ro,techirghiol,44.05,28.6,,,,
cz,frycovice,49.674995,18.228693,,,,
ph,vizal santo nino,15.0381,120.8803,,,,
de,worth,49.058056,8.248611,,,,
in,ranavav,21.684167000000002,69.740833,,,,
jp,sakai,36.1,139.8,,,,
br,domingos martins,-20.366667,-40.666667,,,,
tr,selcuk,37.948564000000005,27.372746999999997,,,,
jp,tamamura,36.3,139.116667,,,,
ph,mabini,13.753237,120.940487,,,,
ph,san vicente,16.1411,119.9927,,,,
ec,catarama,-1.5833333,-79.4666667,,,,
cr,san ramon,10.088021000000001,-84.470217,,,,
in,paravur,8.783333,76.7,,,,
nl,rhenen,51.963321,5.570359,,,,
lu,schouweiler,49.5825,5.9563889,,,,
id,randudongkal,-7.0981,109.3243,,,,
cz,vresina,49.946431,18.191672,,,,
ua,nyzhni sirohozy,46.848415,34.380441999999995,,,,
ro,livezeni,46.55,24.633333,,,,
ro,popesti-leordeni,44.383333,26.166667,,,,
us,clearwater,27.965555600000005,-82.80027779999999,,,,
de,konstanz,47.666667,9.183333,,,,
ng,wukari,7.85,9.783333,,,,
nl,best,51.504884000000004,5.392854,,,,
bo,mapiri,-15.25,-68.16666670000001,,,,
no,lillehammer,61.13333299999999,10.5,,,,
lu,oberanven,49.653611100000006,6.2411110999999995,,,,
re,saint-benoit,-21.033333300000002,55.716666700000005,,,,
es,lucena,37.410533,-4.486109,,,,
ro,rusca montana,45.566666999999995,22.45,,,,
be,la bruyere,50.283333,4.5833330000000005,,,,
ru,vakhtan,57.965915,46.688857,,,,
it,martinsicuro,42.883333,13.916667000000002,,,,
bw,tsabong,-26.05,22.45,,,,
ro,braesti,45.433333000000005,26.5,,,,
mu,mahebourg,-20.4080556,57.7,,,,
in,rasra,25.85,83.85,,,,
bj,malanville,11.861388900000001,3.3858333,,,,
mx,cocula,18.233333,-99.666667,,,,
us,milford,41.2222222,-73.0569444,,,,
us,south yuba city,39.1166667,-121.63805559999999,,,,
ph,mondragon,12.5157,124.7523,,,,
us,niles,42.01888889999999,-87.80277779999999,,,,
pa,la chorrera,8.8802778,-79.7833333,,,,
mx,vega de alatorre,20.033333,-96.633333,,,,
mx,mineral del monte,20.133333,-98.666667,,,,
us,normal,40.514166700000004,-88.9905556,,,,
us,walker,43.001388899999995,-85.7680556,,,,
gr,vasiliki,39.6388889,21.7047222,,,,
tz,nangomba,-10.9,38.5,,,,
de,sankt augustin,50.766667,7.183333,,,,
ru,turukhansk,65.81666700000001,87.983333,,,,
it,codroipo,45.96,12.979167,,,,
ru,dorokhovo,55.55055600000001,36.374444,,,,
zw,harare,-17.8177778,31.044722200000002,,,,
pl,bystrzyca klodzka,50.298252000000005,16.653029,,,,
za,nylstroom,-24.7,28.4,,,,
ru,rostov,57.191402000000004,39.413940000000004,,,,
fo,argir,61.9833333,-6.75,,,,
ng,ise,7.4632,5.4281,,,,
ua,solotvyn,48.702121999999996,24.42212,,,,
cn,xinye,32.518611,112.352222,,,,
ca,grenfell,50.416667,-102.916667,,,,
ph,malolos,14.841944,120.81166699999999,,,,
pk,digri,25.15579,69.111294,,,,
fi,pori,61.483332999999995,21.783333,,,,
de,hockenheim,49.322778,8.545833,,,,
ua,cherniyiv,48.856584000000005,24.713884,,,,
de,lohne,52.666667000000004,8.233333,,,,
us,pahrump,36.2083333,-115.98305559999999,,,,
pe,talavera,-13.653055599999998,-73.4288889,,,,
mx,el grullo,19.8,-104.216667,,,,
in,alanganallur,10.066667,78.05,,,,
ro,uliesti,44.583333,25.416667,,,,
ru,medvedovskaya,45.451510999999996,39.024846999999994,,,,
hn,el benque,14.0333333,-86.4666667,,,,
tr,kars,40.601991999999996,43.094947,,,,
gb,basildon,51.566666999999995,0.466667,,,,
ru,polovinnoye,54.791389,65.986389,,,,
tz,rujewa,-8.7,34.3833333,,,,
es,alcazar de san juan,39.391324,-3.209756,,,,
cd,kabare,-2.4683330000000003,28.824167,,,,
pg,finschhafen,-6.6,147.85,,,,
in,ellenabad,29.45,74.65,,,,
sv,san antonio del monte,13.7163889,-89.7383333,,,,
de,bad sackingen,47.55,7.95,,,,
it,sondrio,46.166667,9.866667,,,,
np,butwal,27.7,83.45,,,,
cz,lednice,48.797895000000004,16.803683,,,,
al,milot,41.6802778,19.7244444,,,,
ua,kyrnasivka,48.596011,28.975928000000003,,,,
ro,dabaca,46.983333,23.666667,,,,
gr,terpsithea,39.6166667,22.3666667,,,,
ro,ipatele,46.916667,27.416666999999997,,,,
us,hillside,40.701111100000006,-74.2305556,,,,
et,addis abeba,9.024325,38.749226,,,,
jp,zama,35.488889,139.388611,,,,
za,richmond,-29.871962,30.272352,,,,
in,sihor,21.7,71.966667,,,,
ro,brahasesti,46.05,27.35,,,,
ru,gornorechenskiy,44.2624,135.1133,,,,
ph,balabag,11.97,121.91916699999999,,,,
fr,arles,43.681659,4.636331,,,,
ph,bakhawan,11.2067,123.9634,,,,
am,artashat,39.953888899999995,44.5505556,,,,
jp,kameyama,34.85,136.45,,,,
be,mesen,50.766667,2.9,,,,
in,nizamabad,26.050556,83.05888900000001,,,,
cz,chabarovice,50.674929999999996,13.939410999999998,,,,
gr,ayia paraskevi,38.5833333,22.75,,,,
ph,labu-o,7.114167,125.045278,,,,
ph,cabitan,12.29434,123.34121,,,,
us,new berlin,42.976388899999996,-88.1083333,,,,
pt,baguim do monte,41.193919,-8.541327,,,,
au,port hedland,-20.312148999999998,118.61058799999999,,,,
pk,bhera,32.483177000000005,72.909699,,,,
ru,tsivilsk,55.869735999999996,47.478735,,,,
ru,shugurovo,54.508283,52.132653999999995,,,,
be,gouvy,50.185,5.941111,,,,
gt,san manuel chaparron,14.516667000000002,-89.766667,,,,
us,brookline,42.3316667,-71.1216667,,,,
ro,varbilau,45.183333000000005,25.95,,,,
mx,huitziltepec,17.816667000000002,-99.466667,,,,
in,panchgani,17.916667,73.81666700000001,,,,
de,sontra,51.066666999999995,9.933333,,,,
et,aksum,14.124482,38.724441999999996,,,,
ph,plaridel,15.65,121.0,,,,
hu,pecel,47.489615,19.341624,,,,
us,east highland park,37.5808333,-77.4072222,,,,
ph,linapacan,11.4924,119.8703,,,,
lu,gonderange,49.688888899999995,6.2483333,,,,
ph,linabo,8.054167,125.155,,,,
cn,hengyang,26.888056,112.615,,,,
ru,barsukovskaya,44.7632,41.8191,,,,
us,willow grove,40.14388889999999,-75.1161111,,,,
dm,barroui,15.433333300000001,-61.45,,,,
bf,nouna,12.733333300000002,-3.8666667,,,,
ph,abucay,12.9403,123.6727,,,,
co,toluviejo,9.450819000000001,-75.438641,,,,
ph,samal,7.074444000000001,125.70833300000001,,,,
gr,kallithea,41.25,24.7333333,,,,
in,krishnapur,22.670278,88.269444,,,,
br,itaobim,-16.566667000000002,-41.833333,,,,
jp,ryotsu,38.083333,138.433333,,,,
de,kreuztal,50.966667,7.983333,,,,
mt,fgura,35.870278000000006,14.513333,,,,
ph,miaga,12.2376,123.8167,,,,
hu,jaszladany,47.366667,20.166667,,,,
co,sutatenza,5.024026999999999,-73.440502,,,,
fr,creteil,48.792660999999995,2.465694,,,,
cn,baicheng,45.616667,122.816667,,,,
cu,gibara,21.109722199999997,-76.1316667,,,,
gt,villa nueva,14.526944,-90.5875,,,,
au,nguiu,-11.75911,130.63815300000002,,,,
co,ubaque,4.486675,-73.937477,,,,
ua,bryanka,48.510998,38.672218,,,,
ph,cansuje,9.916667,123.55,,,,
ru,psedakh,43.467222,44.569167,,,,
it,arezzo,43.416667,11.883333,,,,
ru,kiknur,57.27,47.1845,,,,
gt,usumatlan,14.95,-89.783333,,,,
ua,nyzhnya krynka,48.113496999999995,38.160636,,,,
fr,franconville,48.983333,2.233333,,,,
in,suratgarh,29.316667,73.9,,,,
hn,san juancito,14.2166667,-87.0666667,,,,
de,hammelburg,50.116667,9.9,,,,
lu,vichten,49.80305560000001,6.0,,,,
it,monte san pietro,44.433333000000005,11.133333,,,,
ro,jijila,45.3,28.15,,,,
ph,san miguel,9.9869,124.3411,,,,
ru,orotukan,62.266667000000005,151.7,,,,
rs,subotica,46.1,19.666667,,,,
cn,tongliao,43.6125,122.26527800000001,,,,
hr,velika gorica,45.7125,16.075555599999998,,,,
ro,farcasesti,44.866667,23.2,,,,
us,auburn,38.896666700000004,-121.07583329999999,,,,
ph,motiong,11.78,124.99972199999999,,,,
fr,orthez,43.488385,-0.77244,,,,
ru,nikolskoye,47.7624,46.4067,,,,
ru,bekhteyevka,50.807214,37.208531,,,,
ro,vacaresti,44.85,25.483333,,,,
us,san bruno,37.6305556,-122.41,,,,
co,condoto,5.093506,-76.649728,,,,
bs,freeport,26.5333333,-78.7,,,,
cz,rohatec,48.933333000000005,17.166667,,,,
hn,la curva,15.8,-85.7666667,,,,
in,ramtek,21.4,79.333333,,,,
it,paceco,37.983333,12.55,,,,
id,ende,-8.8432,121.6623,,,,
in,bagasara,21.483333,70.95,,,,
in,darbhanga,26.166667,85.9,,,,
in,makhu,31.103333000000003,74.997778,,,,
pa,guarare,7.8166667,-80.2833333,,,,
nl,boskoop,52.069873,4.667693,,,,
in,anklesvar,21.6,73.0,,,,
ch,versoix,46.284017,6.161658999999999,,,,
ua,nyzhni petrivtsi,48.028469,25.723272,,,,
pl,boleslawiec,51.264183,15.569703,,,,
hu,hidas,46.257763,18.495260000000002,,,,
us,yucca valley,34.1141667,-116.4313889,,,,
ro,cenad,46.133333,20.583333,,,,
it,celano,42.083333,13.55,,,,
us,janesville,42.6827778,-89.01861109999999,,,,
ro,botosana,47.683333000000005,25.95,,,,
id,deli tua,3.5078,98.6839,,,,
nl,rijswijk,52.025498,4.310793,,,,
ro,bobicesti,44.383333,24.15,,,,
us,north plainfield,40.63,-74.42777779999999,,,,
br,teodoro sampaio,-22.516667,-52.166667,,,,
ua,radyvyliv,50.129938,25.255764000000003,,,,
jp,gojo,34.35,135.7,,,,
es,dos hermanas,37.282866999999996,-5.920884,,,,
in,kondapalle,16.616667,80.533333,,,,
ee,lehtmetsa,59.32,25.3569444,,,,
ph,guindapunan,11.302778,124.70583300000001,,,,
pl,gora,51.668392,16.538039,,,,
ph,gibon,11.863375999999999,122.03941,,,,
ee,parnu-jaagupi,58.6058333,24.515277800000003,,,,
in,nanpara,27.866667,81.5,,,,
pe,campoverde,-8.4752778,-74.8058333,,,,
ru,nesterov,54.630556000000006,22.571389,,,,
us,wheat ridge,39.7661111,-105.07666670000002,,,,
in,guhagar,17.466667,73.2,,,,
jp,namioka,40.707221999999994,140.589444,,,,
us,maplewood,44.953055600000006,-92.995,,,,
ro,girisu de cris,47.066666999999995,21.783333,,,,
pk,muridke,31.760027,73.835687,,,,
us,kettering,38.88444439999999,-76.815,,,,
in,tendukheda,23.4,79.55,,,,
lv,balvi,57.1333333,27.25,,,,
gt,parramos,14.607778,-90.80305600000001,,,,
ro,draghiceni,44.133333,24.25,,,,
si,trzic,46.3666667,14.316666699999999,,,,
br,pirajui,-21.983333,-49.483333,,,,
ru,belousovo,55.094995,36.673203,,,,
gr,patrai,38.2444444,21.734444399999997,,,,
pt,sobreira,41.523707,-7.802344000000001,,,,
de,birkenfeld,48.866667,8.633333,,,,
us,waynesboro,38.0683333,-78.88972220000001,,,,
ro,agapia,47.166667,26.283333000000002,,,,
ro,scornicesti,44.566666999999995,24.55,,,,
ua,manyava,48.655411,24.375374,,,,
ve,cumana,10.4666667,-64.16666670000001,,,,
dk,otterup,55.515269999999994,10.397561999999999,,,,
ru,mikhaylovskoye,51.823889,79.71722199999999,,,,
co,monitos,8.25,-76.05,,,,
ru,kardailovo,51.538610999999996,53.904167,,,,
in,indore,22.716667,75.833333,,,,
sv,jiquilisco,13.316666699999999,-88.58333329999999,,,,
ng,ankpa,7.370575,7.6253,,,,
es,boadilla del monte,40.402784000000004,-3.8756230000000005,,,,
in,balurghat,25.216667,88.766667,,,,
us,springville,40.1652778,-111.61,,,,
uy,bella union,-30.25,-57.5833333,,,,
ca,houston,54.4,-126.65,,,,
ph,liberty,10.874167,125.0025,24.25,91,100,1.54
